"business_id","date","review_id","stars","text","type","user_id","votes_cool","votes_funny","votes_useful","name","categories","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"P25sdf5qPh-FlN_ar1EXhw","2014-04-30","lJ66mKWwOWM72COMc0-03w",1,"Always mixing up my order and they aren't friendly about fixing it either. I actually drive farther to avoid this Starbucks even though it's on my way to the freeway. It used to be good but I think the good employees moved on. The Starbucks north of the 215 on Rainbow is way better.","review","YkjE-G2xBNiEHC5V8SlRlw",0,0,1,"Starbucks","Food,Coffee & Tea",0,2,0,1,2,0,1,2,1,2
"Nw8lWJRGybAsciao9h-R2Q","2014-05-28","pGJTmG9wg9o43weVH-yFww",4,"I love the food at Bronze Cafe. I have been here a couple times and tried a couple of their sandwiches and they were delicious. The food taste very fresh and healthy. Luckily the great food makes up for the horrible location. There are plenty options if you are a vegetarian, vegan, or have a  gluten free diet.  I highly recommend this place!","review","Ime6Np-3CL-ws04Wn_pR6w",0,0,0,"Bronze Cafe","Food,Vegetarian,Coffee & Tea,Vegan,Restaurants",1,0,1,1,5,0,0,4,1,8
"HgWv_Tb1vlz-iMQAQ2OhuA","2014-02-26","Mq6-VR8mD-APd6R5LvqnCA",4,"Fresh cup of brew!! The location is real convenient to drive by. The employees are always real friendly and and remember me by name. They also have low carb alternatives for those watching their diet. Great switch if your tired of Starbucks.","review","3M3k-6cto2tpUGNBBZbPeQ",0,0,0,"Holley's Cuppa","Food,Bakeries,Coffee & Tea,Juice Bars & Smoothies",0,1,0,0,1,0,0,3,1,4
"9862JpPpbMcRjGztDWYZyg","2014-04-01","D5NPxeZjkQ43M5V_QuaBXw",2,"Food for a fiver...sounds great - get a soup, coffee and a shortbread for £5. Great value in this day and age.

The soup was tomato and repper, actually not bad - pretty simple but nice. With some bread and butter its what you would expect.

The shortbread was crumbley with chocolate chips....not bad.

The coffee - a cappacino - awful!! Its a coffee shop thus the weighting  to how the coffee tasted - just awful!","review","qXLte7ikUM-__NHU5RaUgg",0,0,1,"Beanscene","Coffee & Tea,Music Venues,Food,Arts & Entertainment,Juice Bars & Smoothies,Nightlife",3,3,3,3,3,3,1,4,3,6
"aRkYtXfmEKYG-eTDf_qUsw","2009-02-18","8a8juEreqzTiGDDNm3lRFA",5,"If I ever need a place to have a great coffee and work somewhere other than the hotel (I visit Phoenix often) or the office, this is a great place that is fun with good coffee, free wi-fi, and surrounded by a pleasant crowd which is a great cross-section.

Prices are reasonable, coffee and snacks are fabulous, and the staff seems generally happy to help you out, happy to be there, and enjoy what they're going it.  Even though the music is a bit loud to be ""background"" music, it's quite relaxing just when that's what's needed....especially on a sunny afternoon.

PS...if you ever want to smell what heaven smells like, walk down the back hallway.  The baked goods smell is AMAZING.","review","24j1qZnTaJHHeNSHzi5ziQ",0,0,0,"Lux","Coffee & Tea,Food,Bars,Nightlife,American (New),Restaurants",3,6,2,1,7,2,3,4,3,10
"dVoGmm_swVnh9QAuz7e5kg","2014-11-28","hi3Q7Czi_ZrM-k9Ri9EKhw",5,"The day before Halloween standing in line the man in front of me, pays for my boyfriend & my drink! Spreading the holiday cheer early. Pass it on. Do something small for a complete stranger.","review","qcniCMvAb0x7PpB3XWEWYA",1,0,1,"Starbucks","Food,Coffee & Tea",0,2,0,1,2,0,1,1,2,3
"XJONzQAeYpWxEkJvICivMg","2014-08-28","l_XmgGbUs01dBASsA5-e2Q",5,"Great place for fresh pan dulce and even better for their fresh squeezed juices. If you're around weekends, their menudo is almost as good as Grandmas and I hear their tamales are also very good. Most of all, the owner and staff always makes every customer feel welcome. Give this place a try, I give this place a definite thumbs up!!!!","review","VKpGUHSP47OC-m-Z9BMQXg",0,0,1,"Panaderia La Central","Food,Desserts,Coffee & Tea",0,1,0,0,1,0,1,1,0,2
"QMTaC3-LNXgLHjCK01Zw5w","2014-10-12","qNykzStqBaPs8ucpW3MpCg",4,"Best donuts in town!  Good selection, and especially love the cake donuts.  I highly recommend the buttermilk bar, and vanilla cake donut, just some of my personal favorites. They also serve breakfast bagel sandwiches and fantastic sausage, egg & cheese croissants. Oh, and did I mention the smoothies? OMG gotta try the coconut flavor.  

There is a convenient drive-thru window as well, however if you want to order a dozen, and choose each donut, you may want to go inside instead of using the drive-thru. I WOULD have given a solid 5 stars if not for the drive thru-window post asking for tips! Sorry, but thats just tacky.","review","lmiDCrmas8TxRsbIGZX9Pg",2,0,1,"Arizona Donut Co","Food,Donuts,Coffee & Tea,Bubble Tea",0,1,0,0,2,0,1,4,1,6
"bqYrEwL5xjqv0u8XAij--Q","2013-06-01","xfOd6ce7LJnIgX2NZ1r_fA",1,"The service is so bad, I never even got to order, so I can't comment on the food or drinks. Twenty minutes and no one bothered to take our order.","review","Q-CpIWCG_VYN-tl47crPNw",0,0,0,"Tea Station","Food,Coffee & Tea,Taiwanese,Restaurants",1,0,1,1,1,1,0,1,1,1
"RptBvx0-dGfSpQYzqj6b8Q","2010-05-30","gAvsNQAohPal7Hd8nF4wPw",2,"This particular branch of Coffee Tree is dirty, dingy, warm, and small, and it often has sticky surfaces.  The coffee is great, but I'd rather stoop to the level of Starbucks a block away than risk getting some crazy infection from drinking my coffee in a cesspool.","review","b0voExNtICTRdRPzub1T8Q",1,2,1,"The Coffee Tree Roasters","Food,Coffee & Tea",2,2,3,3,1,1,1,2,6,2
"_B1Q6lSkcWSSTVs8w4xv5A","2011-03-19","t7a_JLWh9IkFUwJTrO8JnA",5,"I love this piano bar.  Perfect for people watching at the Bellagio.","review","OrGfca0Pc6Yl2zWab4kkOQ",1,1,1,"Petrossian Bar","Food,Bars,Coffee & Tea,Nightlife,Lounges",0,1,0,0,2,0,0,1,0,2
"xNyzDVbUCS3RJIh1bN1BXA","2011-09-29","0vpRQkDZcRqH2RJo2Oo-nA",5,"Exellent customer service.  The manager and staff know almost everyone by name.  I feel like I am walking into a Cheers bar when I open the door and hear ""Hi Chris"".  My green tea ice tea and peppermint frap drinks are wonderful.  I just love it here.  I am big on how a business treats a customer and if you want to be treated like royalty please come to this Starbucks - you will NOT be disapointed.","review","iU0EdACWRM5zt37q4PZ4-Q",0,0,0,"Starbucks Coffee","Food,Coffee & Tea",0,0,0,0,3,0,1,2,0,6
"Uhw6U1Nj-wtl2cSj2nrTrQ","2006-04-23","_2LEC_2sKJ8M3037lt6uyA",3,"Compared to other 24-hour casino cafes, The Coffee Shop at Treasure Island does a decent job with quick service, presentation and quality of food.  The fruit plate was overpriced as expected, but the variety was good and came with three slices of banana bread.  We stopped here at 5:00 am and our server was chipper and upbeat, quite the opposite of other diners who either had been up all night or were trying to wake up.","review","p_NNA0vg4_2E-BkUMv5vrg",0,0,2,"The Coffee Shop","Food,Coffee & Tea,American (Traditional),Restaurants",1,3,1,0,3,1,1,3,1,5
"Eyks6H-tMwXyLH95cmrwkA","2014-04-06","URVrgf1O4zvB_zHY08foBg",5,"My friend and I were staying on Blackfriars St. and, after a long day of traveling, were looking for food before exploring Edinburgh. From the outside looks of the Edinburgh Larder, it seemed like a quaint and authentic place to eat, so we decided to give it a try for late lunch/early dinner. As soon as we walked inside, each of the employees not only greeted us with a huge smile but seemed genuinely interested in where we were traveling from, giving us advice on where to visit during our time in Edinburgh. They were the epitome of hospitable and friendly to us and all the other customers, so the service was phenomenal. Nay, it was incomparable, and really set the bar high for the rest of our UK interactions. 

Now, as for the food, my friend and I went straight for their cheese plates with pumpkin chutney and oatcakes. The Thistly Cross cider was also highly recommended, so we turned this late lunch/early dinner into an all-out feast. The food is sourced from all over Scotland, and I can't speak highly enough about the quality. The staff is so knowledgeable about what they're serving and how they're preparing it that, well, I wish I could eat there every day (which my friend and I did while we were in Edinburgh). Also, Thistly Cross is pretty much the most dangerously delicious adult beverage I've ever had the pleasure of enjoying, so I need to figure out where I can get my hands on it in the States. 

We ended up eating there twice more during our stay, and both of those times were for breakfast. It doesn't get any better than being greeted first thing in the morning by the friendliest people in Scotland. Plus, the clotted cream and jam is always the way to go! I can't thank the Edinburgh Larder and its staff for such a memorable and enjoyable first (but definitely not last) trip to Edinburgh. 

Side note to prove that the employees there are the best, love their job, and you should go there immediately if you're in Edinburgh: My friend and I were visiting in early March and the entire cafe was filled with fresh-picked daffodils. I asked who was responsible for hand picking all the flowers and, sure enough, one of the employees, Chris, had picked them all and filled the cafe with them. The Edinburgh Larder, staff, Chris and his daffodils: you all are national treasures!","review","w4yNT07U2NKIO79yOOk2qQ",0,0,0,"The Edinburgh Larder","Food,Delis,Coffee & Tea,Restaurants",2,7,1,2,17,5,4,16,6,39
"fGMOPIZ7m7hf-Ti8QTkSqQ","2013-05-01","6PbGB7fO57RRfGh51oW6zA",5,"Yummy cream puffs!! Lemon cupcake was pretty good!","review","7ACTIN1VopEKbmKXog2DEQ",0,0,0,"Baby Cakes","Bakeries,Food,Coffee & Tea,Desserts",0,3,1,0,3,0,2,2,1,3
"L9UYbtAUOcfTgZFimehlXw","2015-01-04","Uqz2dZdMFP7RKqhAkSN4VA",4,"Chilaquiles are different but excellent. The manger handled a situation with another customer, fixed a wobbly table and bussed a table in the 3 minutes I was watching. Very professional staff. Decent, unique bloody Mary and good beers.","review","rQTKw1YdMTksi9P7LmywCQ",0,0,0,"Liberty Market","Food,Coffee & Tea,American (New),Restaurants",1,1,1,1,2,1,2,4,1,6
"fqLNnjdaHXQdTUcjAmg1zA","2014-09-16","YQIrigF0tx0RAtUXK2Qj2w",2,"BITTER! ACID! Their coffee is quite terrible. To top it off -- no wifi. Why did I pay to sit down with the most bitter, acidic coffee I've ever had and not even be able to check email while at it?

At least the place is clean, should you just need a place to rest.","review","Zef9kQbT7IHfw4uMPWn-Jw",1,0,0,"Cafe Bistro Van Houtte","Food,Coffee & Tea",1,2,1,1,2,1,0,3,2,4
"S2PszSc6uq-RoYhbRDQIrA","2011-07-18","uHOJtS69C0mPafWxBctEbA",1,"Not enough staff on Saturday to handle the crowd. The coffee containers were all empty, except one, and mislabeled. I got flavored coffee from the container, which wasn't labeled as such (which by the way, I hate). Other customers were leaving the restaurant very upset because their food was taking so long.","review","iO7jYSzSs097TCf6cmfRGA",0,0,1,"Yola's Cafe","Food,Coffee & Tea,Breakfast & Brunch,Restaurants",2,1,1,1,1,2,0,1,2,1
"e9djgIbIn-toCOwmRTpgCw","2014-10-29","tM9_-nmd9NvvGm8_dAVQYg",5,"GREAT experience at Matador this morning!  Stopped in after seeing other yelp reviews. Barista was super friendly,  atmosphere was really cool & fun, had a pumpkin nutmeg latte that was awesome and the suggested breakfast burrito was great too. I'll definitely be back! Check it out!","review","PLn4Mte1WsHp3FBxoyjzTw",0,0,0,"Matador Coffee","Food,Coffee & Tea",1,2,0,1,2,0,1,1,1,4
"-GZsHVDlI6wvLsgD1Yaj0g","2010-12-21","XnZxSRo-zY_B3qGTgcq9hQ",2,"I had a uninspiring, and overpriced BLT sandwich.  The counter girl seemed annoyed that I had to ask her twice for water, honestly she made me feel unwelcome.  At least she apologized for it taking 25 minutes to make the sammy.  I would like to give them one star, but they are trying to do something positive downtown.","review","z8lGpP-V4H1X3hmoVTo46Q",2,1,5,"The Beat Coffeehouse","Coffee & Tea,Food,Bars,Pubs,Sandwiches,Nightlife,Restaurants",1,1,1,0,1,2,0,1,2,1
"l1MZjZK2tLxfFRB62lQmsg","2011-02-15","zVk-_wJk3fJMvqtiXWyO-A",5,"My fav coffee place! Any/all of the frost or iced drinks are super good. I've had some hot drinks, and they're surprisingly good too, especially since i'm not much of a hot coffee drinker. I usually get the black & white mocha frost, it's the best! The baristas & owners are all super friendly! When i got my tonsils taken out, they even offered me complimentary drinks:) The wifi isnt bad either ! it's always a relaxing place to get some homework done or just hangout with friends.","review","GjDZy5RSuKIeprqQ7cDD-g",1,0,1,"Coffee Rush","Food,Coffee & Tea",2,5,1,2,4,2,3,4,2,4
"9znN3i2XAZ6IJcks0X0Isw","2014-07-23","gbXpv6t7o1MaoFpA6CQ6Ag",4,"GREAT place ,great stuff ,  coffee , very comfortable place to drink ur coffee ,u must try it as sooooooon as possible. I went with my frnd and it was amazing","review","HJHcT1N-VyE9ql2XXoVFvg",0,0,0,"Cafe St Henri Émery","Food,Coffee & Tea,Cafes,Restaurants",0,0,0,0,0,0,0,0,0,0
"L9UYbtAUOcfTgZFimehlXw","2011-06-01","t2TUPXBMe2c0AlCFd46B3A",5,"This is how it goes each and every time I go to Liberty Market. Note to self: SAVE ROOM FOR DESERT. Honey can I try some of yours..... just a bite..... as I start my way through the white wood fired pizza, oh what did you get? Can I try some? I wish they had a sample platter of EVERYTHING....OK save room.....yummmmm...did I just eat that entire pizza? Yep! Oh I'll take a slice of the red velvet cake......... can you put that to go?........... Honey where's your fork?","review","E7pQvEw9tf_wxIRMWxCtNQ",0,0,0,"Liberty Market","Food,Coffee & Tea,American (New),Restaurants",1,4,1,1,4,1,1,4,2,8
"HUkY1CIeUeaSnW1vZplC0w","2014-04-25","OdTHB_YRSRWW2cxWrbvEww",5,"I love bubble teas!! Especially Jade Mountain bubble teas!!! If you are looking for some great bubble teas in Madison, look no further. The owner originated from Taiwan, the birth place of bubble tea itself. Just this alone more than justify the authenticity of their teas. They know what they are doing, serving up both the traditional taiwan red, green and black teas, as well as some fruit flavors to spice up the variety. 

They do their bubbles amazingly well, I would say the best I have had in Madison, and comparable to the Chinatown bubble tea in Chicago and California. Their bubbles have a certain chewiness to them, not too hard and not too soft, just right! With a little tinge of sweetness to them. My favorite drinks are the matcha green tea unsweetened, I like that unsweetened, and with the added pearls in the drink, the sweetness is just right. They are also very good at customizing sugar levels, and so I could order another of my favorite drink, taro milk tea, at the half sugar level. 

There is also a decent menu of ramen, dumplings and baos if you are looking for a meal or a snack. But above all I love and recommend their bubble teas ~~","review","uADx804KQ47bwXk4TsHKyw",1,0,0,"Jade Mountain","Food,Bubble Tea,Coffee & Tea,Specialty Food,Ethnic Food",0,3,0,1,9,1,2,9,1,18
"yzInxReAkf7r0aRbwj02Yw","2010-04-13","kYlLcLZauVlQukjJyRQE-w",4,"I've been going to Kopi for a couple years for coffee (on occasion), but just last Sunday was the first time I got food there.  Their coffee is always good (from the local Columbia Street Roastery, if I remember the name correctly).  They serve it in pint glasses (which I always found a bit odd).  I got a Brie and turkey open-face sandwich, and pasta salad (a dollar extra option) for about $7.50 total, plus my coffee.  The sandwich was good, and the price wasn't terrible for what I got (it also came with fresh fruit).  This is good, easy to prepare food, since they don't have a real big kitchen.  However, I would recommend stopping in one day for a light lunch, since everything I got was good.  Only downside was I waited a little bit for the sandwich, though they were very busy.","review","IJ3m1dLcXv_NjDlXQ5J8Iw",0,0,0,"Cafe Kopi","Food,Coffee & Tea",1,6,1,1,7,1,4,10,2,12
"R3V_yijAqotBgrD4QImMjw","2014-12-11","nsT5kD-gBQn9MuUBadmFGw",5,"I love this location! Double points for being walking distance from our condo. With a huge patio this Starbucks is our go to coffee shop. Their baristas are always so pleasant and upbeat.","review","SKyMDoDYuPvdy15zOkdeyA",4,2,5,"Starbucks","Food,Coffee & Tea",0,1,0,0,2,0,1,1,0,2
"GFbI5rthRFW5ZbA9LZlThw","2008-04-18","NdEUjQ_5DssRugFryblZlA",5,"While visiting Arizona a friend took me here to Leaps and I'm glad she did. Hidden in the west side I would have never found it on my own. A very cute coffee shop with a plethora of treats to choose from.  From coffee, custard, and sandwiches its an inviting place that you can take your children too as well as a great place to take friends to catch up.  A much better alternative with a better atmosphere then any Starbucks.  A cute hidden treasure for the west valley","review","LzTtvcjciEAeb5C1Wjc-Hw",2,0,2,"Leap's Frozen Custard & Coffee","Food,Ice Cream & Frozen Yogurt,Coffee & Tea",0,3,0,0,5,0,2,4,2,7
"Ak4s2gS-jx8iW33jY4u3jA","2011-10-18","MNJvMEY23nzjVE2KSjtgfw",5,"The Te Cafe gets a 5 star rating because they really have everything going for them.  

The teas themselves are wonderful. I have been lucky enough to have a long time boyfriend who will order a pot that is a different tea than what I choose so that we can try as many flavors as possible.  Recommending the pomegranate rose-hips tea. It's a tea I used to get when I lived in the city and biked to squirrel hill. -okay, so I did that once. I couldn't hack the hill of Forbes- it was still refreshing.

Five stars for their biscottis also! So many people tend to be drawn in for the grilled cheese, but if you ask me it's the biscottis that should really be talked about. They're large, with great texture and a huge variety of flavors.

Lastly I love the ambiance of Te Cafe.  It's decorated nicely with art for purchase on the walls. A generally relaxing atmosphere is also complimented with a game of chess.  They have a really nice chess set with nice carved pieces.","review","E8K5lVfbsg-x9KX9gOIfzA",0,0,0,"Té Cafe","Food,Coffee & Tea",1,4,0,1,5,2,3,2,1,8
"vW4G1hwiW6LkuhAfbeRfqg","2009-12-02","bLzodGT-0wETGiklP5pOGQ",1,"This place really deserves no star. We ordered a seafood soup and a steak. The soup tasted like some instant crap, the seafood ingredients were nowhere near fresh. The steak was bland and tasteless. The steamed grenn beans were raw. No amount of A-1 sauce could've saved this joke they called a steak. The table next to us was also complaining about their food too. The service was non-exisisting. It took us 10 minutes to send the steak back. People, do not waste your money on this shitty place.","review","Hi7js53V4K9CVLLKQ_f7yQ",0,0,0,"Le Cafe Ile Saint Louis","Food,Coffee & Tea,Breakfast & Brunch,French,Restaurants",1,2,3,0,3,0,1,3,5,5
"l1MZjZK2tLxfFRB62lQmsg","2010-04-26","dVr-OFl-TWRgSO5jyw297Q",4,"Decent coffee, GREAT location.  Large patio on the lake, lots of wandering ducks, grassy areas to sit on.  DOWNSIDE: SMOKERS!  EVERYWHERE!  This seems to be a place for the hipster crowd to hang and smoke.  So unless you like cancer fumes, you have to sit inside in the evenings.  Friendly staff.","review","Di4HUwIcNi7s5Y-hnWcCqA",0,0,0,"Coffee Rush","Food,Coffee & Tea",1,1,1,1,1,1,0,1,1,2
"WHIE8w8PxYzlWsXTBBiWEQ","2010-12-14","mtLzXafC7nOFifUEWdhIGg",4,"I came here for the Shaved Ice bowl and hoped to try the lattes but never got the chance b/c the shaved ice caught my attention instead. The small serving is big enough for two people! It was really good. The toppings were all fresh fruits like mango, strawberry, watermelon, kiwi, blueberries, bananas, and azuki bean (sweet red beans) and chocolate drizzle over it! 

Based on the name of the place and the big poster size picture of Audrey Hepburn on the wall, I'd say Breakfast at Tiffany's? Its a nice quaint coffee shop and I hope to come back to try the lattes.","review","_BElgcFfdjthzeFnDEA4YQ",2,1,1,"Tiffany Coffee","Food,Desserts,Coffee & Tea",0,4,0,0,5,0,4,5,1,7
"WJ5mq4EiWYAA4Vif0xDfdg","2010-12-21","oqqoL-5iP4AdtmlJ8vrl0Q",4,"I usually frequent the downtown Lola, but fate had me in the central corridor and I gave it a shot.

This Lola Coffee location is upscale and cozy, much like its sister location in downtown. The business is bright and airy,  with a friendly crowd.

Walking in I was greeted with good music and friendly smiles. I grabbed my drink and muffin and was all set.

Parking is pretty tricky here, and I am unsure what you're supposed to do if you get there and there are no spots. Cry? Perhaps.

My only lament about Lola is that I wish they had more variety regarding pastries/snacky stuff. What they have is good, but kinda dry and plain. I would love to see some simple classics like cheese danish, maybe even a donut, done Lola style. I'm not suggesting that this become a Dunkin Donuts, but there is something to be said for old school treats. There are times that fancy is nice, but sometimes simple beats that out. Like Joe Dirt says, ""Don't church it up!""","review","AYGHNy8gPxl2Q-etTT3hZw",2,2,3,"Lola Coffee","Food,Coffee & Tea",1,8,2,2,10,4,3,7,5,10
"7AFuQq5FCu2WGZP1GUntdQ","2013-09-08","H3rr3Osn-unpvz2EcXeH3g",5,"Uh, yeah. If you don't love love love Barriques, you should probably find another city to live in because loving Barriques is what living in Madison is all about. 

Why?

Because students. Your stack of books on Plato makes me feel great about being a yuppie who did once have but no longer has to have a stack of books about Plato.

Because free internet and yummy lattes. Snowman shaped foam decorations.

Because people watching - what leggings are in style? Oh galaxy? Okay.

Because wine of the month club. Okay, I'll take a short walk to my wine of the month and take you home tonight.

Because adorable baristas and baristos. 

Because proximity to concert on the square.

Because reasons.

Love it.","review","HXjlVd6F3KHg0BpZicjlfQ",4,4,2,"Barriques","Food,Coffee & Tea",0,0,0,0,4,0,0,1,0,4
"bqYrEwL5xjqv0u8XAij--Q","2011-07-11","g8XxQPxjK8WlMVsvSpga2w",4,"I'm one of the people who comes to this place late at night, either right before or right after a delicious meal at Ichiza. You might think getting tea in the middle of the night is for the birds, but it is not: it's for the cools. 

I really like the tea they have here. I usually always get the mixed fruit tea, which is a mix of different fruits steeped to flavor your beverage. The tea is really good and comes out piping hot, so it kinda forces you to spend some time there. The place is cool, and they serve things other than tea. They have boba, shaved ice-type things, and other things I haven't gotten around to trying yet. Plus, the prices are right, though I dislike that I have to spend $20 or more to use plastic. 

The only reason this place doesn't deserve a five-star rating? Some of the girls who work here are kinda mean. Or just in a perpetual rush. Even on days when I've gone and it's kinda empty, they're always kinda mad at me. One time, my friend asked one of the girls what something tasted like (I believe she asked what taro tasted like) and the waitress says ""I can't describe it. It's like describing what an apple tastes like. Can you tell me what an apple tastes like? Because I can't"" It's funny in retrospect, but it wasn't so funny then. 

I'll continue to come here because I like the place so much, and I think it's a great casual date spot, but I just wish the waitresses would be nicer.","review","TfLjkiUNHWksThxZOHrcqw",0,1,1,"Tea Station","Food,Coffee & Tea,Taiwanese,Restaurants",5,6,2,2,4,3,1,6,5,9
"pmPqJ6N35WgibLWivJ0p2g","2015-01-03","rnnAh3_0lVzdrTvFF-pp9w",2,"Ppl always go here and say it's good, but I've gone twice here in CA and in Las Vegas.  Had bad experience for both. Only difference was Vegas service was so much better with the staff. First time my friends and I went one of the drinks was suppose to have crushed ice, where you stir it and it mixes into drink, but instead it was just a clump of ice. We asked for ice or another cup and the lady just look at us as though she about to knock us out. Horrible service, we waited long with an unfriendly welcome. Vegas, service was great with friendly staff, but again the drinks were eh, so so. Maybe just my luck but I don't think I'll be back.","review","o84nfNiFm0w2kaxuk_wyVA",0,0,0,"BAMBU Desserts & Drinks","Food,Desserts,Coffee & Tea,Juice Bars & Smoothies",4,5,4,4,3,3,2,2,5,3
"aRkYtXfmEKYG-eTDf_qUsw","2010-10-10","08nePWQvGybQuBUI33ywcg",4,"Fantastic Espresso here.  You can certainly taste how fresh it is.  Aside from the coffee though, the place appears to be over run with ""I'm too cool for school"" hipsters, tattoos and nose piercings to boot.  I can handle a few dirty pretentious hipsters here and there, but not sure if I need a joint full of 100 of them.  Will be back for the java, but will probably get it to go.","review","fSRMo1gMhj89V_Av3KcCLQ",0,0,0,"Lux","Coffee & Tea,Food,Bars,Nightlife,American (New),Restaurants",0,0,2,0,0,0,0,1,1,2
"K4Oo7A5Kp5eSgBV7MgOu8Q","2009-05-07","XNRbZ09FJAXfIRCA5Jx27Q",4,"It's always good to see someone from the 'hood doing well. 
Dutch Bros. Coffee was founded by 2 brothers, who happen to have a Dutch heritage. 
My kinsmen, both geographically and nordicly:)
They are from, of all places, Grants Pass, Oregon (do not snooze on the drive up I-5 or you will miss Grants Pass...actually, don't snooze while you're driving that section of I-5...you'll drive off a mountainside and miss some of the most spectacular scenery in the United States, because you'll have crashed).
Dutch Bros. are still headquartered in Grants Pass. That seems like a pretty small town for a couple of guys who own a business like this, but I bet it doesn't seem small if you have a jet to get out of town...and I bet old Travis and Dane have a jet because they've sold an ocean of coffee over the past few years!
Boy, do we know our coffee in the great northwest, or what (oh I know, I haven't lived up there for 15 years and it takes a threat of physical force to get me to go back to the ranch these days, but I still like to claim the place for something more than the rain:)
After my run this morning, I had to go pick up my mail (and can anybody tell me why they moved my PO Box from the very convenient Osborne location to North Tempe?...it's about a 45 minute drive down there and back).
And what do you want more than anything else after running 5 miles in 90 degree heat? That's right...a cup of piping hot coffee.
I pulled into the drive through and said ""set me up"", then I got to the speaker and had to say it again.
They got my coffee right the first time (right sweetener, right cream...it's why I almost never use drive through for coffee, but these guys made me happy).
And best of all, it's good coffee!
They don't seem to have a place to hang out and read your electro-mail or write your novel on your laptop (remember, the Dutch bros. are no-nonsense Oregon logging country boys...hard to read your electro-mail while you're dragging a Douglas fir out of the woods and your laptop is actually the top of your lap, but you do need decent coffee when you're getting up at 3:00 am to go to work).
But I see you can get out of your car and walk up to the window and get your coffee and sit at a table outside...but with a long drive back to Old Town Scottsdale, I just didn't have time.
The Dutch Bros. Coffee...quality, value, useful, practical and competent coffee...in other words...very dutch!","review","du6KeE54IFbPiXpU3LOd1g",9,8,9,"Dutch Bros Coffee","Food,Coffee & Tea",4,14,1,2,5,0,4,8,6,12
"Snz1ZQrlcxrYCWe9kD6oEw","2010-08-10","hcgEsGjkUn7qpDErEOuD6w",5,"If I wrote this review 6 months ago it would only have been 4 stars but now they have awesome sandwiches. 
The owners of this place say  ""this place is the ultimate vacation in a cup"". I'm not sure if I would go that far but I have decided there are so many good drinks on the menu I don't even try to pick one anymore. I just pay them and say surprise me. 
Every time the smoothie is just fantastic.
I'm there at least once a week. Bring a friend, relax and enjoy

I don't know why but my review was filtered","review","_5EJuVF8Cz5Qn2d4DnbC0A",2,0,1,"Maui Wowi Hawaiian","Food,Coffee & Tea,Juice Bars & Smoothies,Hawaiian,Restaurants",0,6,0,1,6,1,2,4,0,7
"ZJ3Qhy9uD0agerUh56XwhQ","2012-04-14","fieSZBrksASJIfucXs-Esg",4,"This is a Asian fusion restaurant that just recently opened in February of this year. It's located in cool ol' Westmount. Came here twice for brunch & dinner and both times? AWESOME. It's on the pricier end, but you get what you pay for. For dinner I tried the tasting menu (60$) and turns out they change their tasting menu quite often. Every week I think. Anyway it was 6 course meal and boy was I full and satisfied. Some of my courses included a panna cotta (sp?) for dessert, tofu pocket, 1865 beef, salmon tuna ceviche, cauliflower soup etc Honestly, you won't be disappointed with the tasting menu, but prepare to spend at least 70-80 for that. I highly recommend ordering the sushi, I find it's their signature. So don't expect Kanda/Tokyo/Odaki kind of sushi. I'm talking high-end quality sushi here. For brunch I tried a more regular menu. I ordered a bibimbap and my friend ordered a kim chi B.L.T. I wished I ordered the kim chi B.L.T but I have a soft spot for bibimbap. I tried the other dish as well as my own and both were spectacular. The bibimbap was sweet and spicy, tasted really healthy. I believe the rice was brown and the portion size was just right.  The B.L.T was the best breakfast sandwich I've ever had in my life. Great combination with egg kimchi bacon, lettuce and tomatoes. I had a mediocre smoothie though. But that's fine, they dont specialize in smoothies anyways. I am definitely a fan and will be a regular. Highly recommend the tasting menu. Oh and make sure to reserve!

PS My only complaint is the waiters/waitresses need to improve their service more for example being more knowledgeable with their food, less redundant when explaining the menu, and being more natural. I found that one of the waiters that was serving me the third time I came, to be a very unnatural and came off a bit fake.","review","3MefpVDMrX156wOTBGAygg",4,0,6,"Restaurant Park","Bakeries,Coffee & Tea,Specialty Food,Food,Asian Fusion,Health Markets,Restaurants",2,7,3,2,8,1,3,12,7,22
"tVS-UesWidRGd_CW1b6G_g","2012-05-07","JaYhhtCFrr9W3rvyUue4LA",4,"Yeah so this Starbucks location is close to work. I come
here to grab a Tarragon Chicken Salad sandwich and a coffee.
Parking is ok if you come early in the morning before the
Habit wakes up. Service is pretty good although the drive-thru
window takes priority. Never too crowded - just your usual
poser with laptop or ipad hanging out. There's also seating
outside. I'm a to-go type so that doesn't matter much. They
are consistently quick, never messed up an order and that's
what keeps me coming back.","review","sHeD1MXfvJsLSOd9vwQyBQ",0,0,1,"Starbucks","Food,Coffee & Tea",2,3,1,2,2,1,1,3,2,3
