"attributes_Accepts.Credit.Cards","attributes_Accepts.Insurance","attributes_Ages.Allowed","attributes_Alcohol","attributes_Ambience","attributes_Attire","attributes_BYOB","attributes_BYOB.Corkage","attributes_By.Appointment.Only","attributes_Caters","attributes_Coat.Check","attributes_Corkage","attributes_Delivery","attributes_Dietary.Restrictions","attributes_Dogs.Allowed","attributes_Drive.Thru","attributes_Good.For","attributes_Good.For.Dancing","attributes_Good.For.Groups","attributes_Good.For.Kids","attributes_Good.for.Kids","attributes_Hair.Types.Specialized.In","attributes_Happy.Hour","attributes_Has.TV","attributes_Music","attributes_Noise.Level","attributes_Open.24.Hours","attributes_Order.at.Counter","attributes_Outdoor.Seating","attributes_Parking","attributes_Payment.Types","attributes_Price.Range","attributes_Smoking","attributes_Take.out","attributes_Takes.Reservations","attributes_Waiter.Service","attributes_Wheelchair.Accessible","attributes_Wi.Fi","business_id","categories","city","full_address","hours_Friday","hours_Monday","hours_Saturday","hours_Sunday","hours_Thursday","hours_Tuesday","hours_Wednesday","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","iNdVJcrA2qe_F1HZTczoRQ","Banks & Credit Unions,Financial Services","Las Vegas","6430 W Lake Mead Blvd, Ste 110
Las Vegas, NV 89108","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.1963267,-115.2345767,"Chase Bank","","True",4,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","oOKRb9PDR7LeXkhriNiOEw","Banks & Credit Unions,Financial Services","Las Vegas","3433 S Maryland Pkwy
Eastside
Las Vegas, NV 89169","","","","","","","",36.1267678,-115.1385535,"Wells Fargo Bank","Eastside","True",3,1.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Pf8A8mlBcTs9RctMq_YA4A","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","4840 W Cactus Ave
Southwest
Las Vegas, NV 89141","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'13:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",35.999164,-115.206019,"Bank of America","Southwest","True",3,4.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,"","","","","","","DvWKxBt9lBtGb-tPwLVSnQ","Shopping","Charlotte","100 N Tryon St
First Ward
Charlotte, NC 28202","","","","","","","",35.2273874,-80.8420686,"Bank of America Store and Heritage Center","First Ward","True",3,3,"NC","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","_Z7YhbiFwGkE9JFI7s3u2Q","Banks & Credit Unions,Financial Services","Scottsdale","15760 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260","","","","","","","",33.6293721,-111.8875733,"Wells Fargo Bank","","True",9,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","XNhAYkYA5paLZIyuJuQ4hw","Banks & Credit Unions,Financial Services","Scottsdale","4922 E Bell Rd
Scottsdale, AZ 85254","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.6407141,-111.9743093,"Chase Bank","","True",4,3.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","hhTDxdcJv-UC4liPh1_PoA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Charlotte","4415 Sharon Rd
Ste 100
South Park
Charlotte, NC 28211","","","","","","","",35.151401,-80.827788,"Bank of America","South Park","True",4,4,"NC","business"
"False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","fcJaL2zvJTpjH-9gAliTYQ","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Charlotte","4535 Park Rd
South Park
Charlotte, NC 28209","","","","","","","",35.1692139,-80.850206,"Bank of America","South Park","True",3,3,"NC","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","GtsaoZAcNcVZOjf8GLnM6A","Banks & Credit Unions,Financial Services","Las Vegas","2865 E Charleston Blvd
Downtown
Las Vegas, NV 89104","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.158378,-115.1118637,"Chase Bank","Downtown","True",5,2,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","vIqZMxVH0TbAvKKeu81xlQ","Banks & Credit Unions,Financial Services","Scottsdale","6155 N Scottsdale Rd
Scottsdale, AZ 85250","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.525939,-111.9257388,"Chase Bank","","True",3,4,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","qfhpfE6wTj_SHlgreP6zrw","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Scottsdale","4020 N Scottsdale Rd Ste 103
Scottsdale, AZ 85251","","","","","","","",33.4942423,-111.9264472,"Bank of America","","True",6,4.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","8tG5hbz8iNIhzDjgT3q69w","Banks & Credit Unions,Financial Services","Scottsdale","7345 E Mcdowell Rd
Scottsdale, AZ 85257","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.4657921,-111.9227067,"Chase Bank","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","uxXAbdfOQRfA9p63HTXiDQ","Banks & Credit Unions,Financial Services","Gilbert","3222 E Ray Rd
Gilbert, AZ 85296","","","","","","","",33.3220169273,-111.720536608,"Wells Fargo Bank","","True",4,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","3snsdRrObKOJKBqZEz18MA","Banks & Credit Unions,Financial Services","Phoenix","2745 W Carefree Hwy
Phoenix, AZ 85085","","","","","","","",33.7980176,-112.1196099,"Wells Fargo Bank","","True",4,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","MINETllGVb4ORwkXl1xeIg","Banks & Credit Unions,Financial Services","Scottsdale","14140 N 100th St
Scottsdale, AZ 85260","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.6125352442,-111.863961055,"Chase Bank","","True",3,4,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","4nrNDM4WvguDIZ1qN8_8Dg","Banks & Credit Unions,Financial Services","Cave Creek","29425 N Cave Creek Rd
Cave Creek, AZ 85331","","","","","","","",33.7492144,-111.9944973,"Wells Fargo Bank","","True",4,4.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","-6m6SqygK0Ak-PSN5pRqjA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Gilbert","900 S Gilbert Rd
Gilbert, AZ 85296","","","","","","","",33.333858,-111.790644,"Bank of America","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","sX9ZbPwflv3qRRBbcojjCQ","Banks & Credit Unions,Financial Services","Tempe","315 W Elliot Rd Ste 101
Tempe, AZ 85284","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.348738,-111.9439411,"Chase Bank","","True",5,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","_JGhQ6BkMqdiDrDIIO4bVg","Banks & Credit Unions,Financial Services","Surprise","15564 W Waddell Rd
Surprise, AZ 85379","","","","","","","",33.609659,-112.3949572,"Wells Fargo Bank","","True",4,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","09op0x7OYGvGprwoDbgfrg","Banks & Credit Unions,Financial Services","Litchfield Park","5006 N Dysart Rd
Litchfield Park, AZ 85340","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5081109,-112.3409812,"Chase Bank","","True",4,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","mKIbMAm-dVPlfMxA17I-ZA","Banks & Credit Unions,Financial Services","Glendale","9082 W Glendale Ave
Glendale, AZ 85305","","","","","","","",33.538195,-112.254409,"Wells Fargo Bank","","True",5,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Mdqr92qTEz87eqZ1P5f_NA","Banks & Credit Unions,Financial Services","Phoenix","4823 E Ray Rd
Phoenix, AZ 85044","","","","","","","",33.319413,-111.979678,"Wells Fargo Bank","","True",11,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","07a5t3hYhtPHlBviiETUpA","Banks & Credit Unions,Financial Services","Tempe","5120 S Lakeshore Dr
Tempe, AZ 85282","","","","","","","",33.378804,-111.921005,"Wells Fargo Bank","","True",8,4,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Foxjqu9LrlbzCw4GvXVtEQ","Banks & Credit Unions,Financial Services","Phoenix","21040 N Tatum Blvd
Phoenix, AZ 85050","","","","","","","",33.678991,-111.977479,"Wells Fargo Bank","","True",5,4,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","a3F3y4qOUOyPS0Qc-HM5Mw","Banks & Credit Unions,Financial Services","Phoenix","2123 W Happy Valley Rd
Phoenix, AZ 85085","","","","","","","",33.7128443,-112.105707,"Wells Fargo Bank","","True",6,2.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","O2zajyS50EOi7Oy-gGHjKg","Banks & Credit Unions,Financial Services","Las Vegas","11710 W Charleston Blvd
Ste 110
Summerlin
Las Vegas, NV 89135","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'13:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",36.15937239,-115.350348242,"Bank of America","Summerlin","True",6,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","wuUEYFzae1jf2UT1ViJZfA","Banks & Credit Unions,Financial Services","Las Vegas","7000 N Durango Dr
Centennial
Las Vegas, NV 89149","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.2888151,-115.2876869,"Chase Bank","Centennial","True",7,3.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","K9hebbsYqNiWodxDX76klw","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","7280 S Rainbow Blvd
Southwest
Las Vegas, NV 89118","","","","","","","",36.0561999,-115.242314,"Bank of America","Southwest","True",12,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","lTCh8i2d06lXbhW4trjcjA","","Las Vegas","4182 Blue Diamond Rd
Southwest
Las Vegas, NV 89139","","","","","","","",36.038521,-115.195709,"Wells Fargo Home Mortgage","Southwest","True",3,3,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","5x-vo3Wd88IFXqmqZFIc1Q","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","1960 Village Center Cir
Summerlin
Las Vegas, NV 89134","","","","","","","",36.1915183,-115.3047317,"Bank of America","Summerlin","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","OVlmCGlUsLQVKYj4MyUPmw","Banks & Credit Unions,Financial Services","Las Vegas","6920 Arroyo Crossing Pwky
Spring Valley
Las Vegas, NV 89113","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.063494,-115.24285,"Chase Bank","Spring Valley","True",6,3.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","eRijWrhhDSHpSUkbZUXUNQ","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","4112 Blue Diamond Rd
Southwest
Las Vegas, NV 89139","","","","","","","",36.038327,-115.195341,"Bank of America","Southwest","True",9,2.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","yvw9GMD31nkJJwyXykqWoQ","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","6035 S Eastern Ave
Southeast
Las Vegas, NV 89119","","","","","","","",36.080343,-115.119353,"Bank of America","Southeast","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Ata4W6pllj4eqqg0QY-LvA","Banks & Credit Unions,Financial Services","Las Vegas","6585 N Decatur Blvd
Centennial
Las Vegas, NV 89131","","","","","","","",36.2794882,-115.2071197,"Wells Fargo Bank","Centennial","True",4,4,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","f7Mvvit8IaKBVY4EnPeymg","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","410 E Silverado Ranch Blvd
Southeast
Las Vegas, NV 89183","","","","","","","",36.013802,-115.154142,"Bank of America","Southeast","True",8,2.5,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","8sJOlht-JOAjCuxqFMdr2A","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","505 E Windmill Ln Ste 1E
Southeast
Las Vegas, NV 89123","","","","","","","",36.041378,-115.151932,"Bank of America","Southeast","True",4,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Sm7JQfTm0cUrhNx_oVwa3Q","Banks & Credit Unions,Financial Services","Las Vegas","10410 W Cheyenne Ave
Summerlin
Las Vegas, NV 89129","","","","","","","",36.2187988,-115.3243688,"Wells Fargo Bank","Summerlin,Northwest","True",3,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","EPvetVAhC2Tt0PMmR1PZqw","Banks & Credit Unions,Financial Services","Las Vegas","10090 W Tropicana Ave
Spring Valley
Las Vegas, NV 89147","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",36.1002902,-115.3131894,"Wells Fargo Bank","Spring Valley","True",3,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","HbX7zkmRINgwkZFlaI7GkA","Banks & Credit Unions,Financial Services","Las Vegas","6512 N Decatur Blvd Ste 140
Las Vegas, NV 89131","","","","","","","",36.279336,-115.204361,"Bank of America","","True",6,2.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","yuomIdlGOyouanU6S4TA8w","Banks & Credit Unions,Financial Services","Charlotte","100 N Tryon St
First Ward
Charlotte, NC 28202","","","","","","","",35.2270431519,-80.8421020508,"Bank of America","First Ward","True",3,1,"NC","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","1p4h8gmcHVzl-C85BjVPoA","Banks & Credit Unions,Financial Services","Las Vegas","9151 W Sahara Ave, Ste 100
The Lakes
Las Vegas, NV 89117","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.144144,-115.2972953,"Chase Bank","The Lakes","True",4,4.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","VnaUK6GR-ZUELGrBndJ1ww","Banks & Credit Unions,Financial Services","Phoenix","7165 E Mayo Blvd
Phoenix, AZ 85054","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.6546699,-111.926341,"Chase Bank","","True",3,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","rfjyuoUtCUTWRTQMsnuMPQ","Banks & Credit Unions,Financial Services","Las Vegas","9911 W Charleston Blvd, Ste 1
Ste 1
Westside
Las Vegas, NV 89117","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.1588945,-115.3120365,"Chase Bank","Westside","True",5,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","mOT01j7DmRIFJPNABabe3w","Banks & Credit Unions,Financial Services","Las Vegas","7100 N Durango Dr
Centennial
Las Vegas, NV 89149","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.290313,-115.287318,"Wells Fargo Bank","Centennial","True",11,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","attWTXgQgrch1casWiFR9Q","Banks & Credit Unions,Financial Services","Las Vegas","790 S Rampart Blvd
Westside
Las Vegas, NV 89145","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.1629409,-115.289761,"Chase Bank","Westside","True",5,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","5IcTMruuo3VpRNc7HeYI8Q","Banks & Credit Unions,Financial Services","Gilbert","5238 S Power Rd
Gilbert, AZ 85295","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.321154,-111.687523,"Chase Bank","","True",4,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","TarYtm10MRmZvqCHc_BI4w","Banks & Credit Unions,Financial Services","Las Vegas","11730 W Charleston Blvd
Summerlin
Las Vegas, NV 89138","","","","","","","",36.1611466403,-115.351604291,"Wells Fargo Bank","Summerlin","True",4,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","FZVezHdYEGQhLycRTclouw","Banks & Credit Unions,Financial Services","Phoenix","10651 S 51St St
Phoenix, AZ 85044","","","","","","","",33.350103,-111.975366,"Wells Fargo Bank","","True",4,4,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","MPZyBO0NXo8feNlZ37sbMQ","Banks & Credit Unions,Financial Services","Las Vegas","8174 S Las Vegas Blvd, Ste 113
Ste 113
Southeast
Las Vegas, NV 89123","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",36.0409658,-115.1705851,"Chase Bank","Southeast","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","D-IsbO1x7Mr8smWCokVdjg","Banks & Credit Unions,Financial Services","Las Vegas","2585 S Rainbow Blvd
Westside
Las Vegas, NV 89146","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.1425791,-115.2430284,"Chase Bank","Westside","True",3,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","NFhUpwxSldeeq6CtHacQtw","Banks & Credit Unions,Financial Services","Las Vegas","7290 S Durango Dr
Southwest
Las Vegas, NV 89113","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",36.055982,-115.2785153,"Wells Fargo Bank","Southwest,Spring Valley","True",3,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","GDHnaLKESroLoJ9DSQ7WiQ","Banks & Credit Unions,Financial Services","Phoenix","4741 E Ray Rd
Phoenix, AZ 85044","","","","","","","",33.3195774,-111.9808284,"Bank of America","","True",5,1,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","UiRL2bkkiVmhi39rDfZ1hw","Banks & Credit Unions,Financial Services","Las Vegas","2520 S Decatur Blvd
Westside
Las Vegas, NV 89102","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.143476,-115.206941,"Chase Bank","Westside","True",5,3,"NV","business"
"","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","",NA,"","","","","","","2gs8VveM-aHPbZ0grudJhg","Museums,Arts & Entertainment","Charlotte","401 S Tryon St
Uptown
Charlotte, NC 28202","","","","","","","",35.2246432,-80.846515,"Wells Fargo History Museum","Uptown","True",6,3.5,"NC","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","oNi5XQ1M7XDcaai9OQH3OQ","Banks & Credit Unions,Financial Services","Scottsdale","14854 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.6213074,-111.8751246,"Chase Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","aDkhEsyu-Ua3pHflHU4GRg","Banks & Credit Unions,Financial Services","Henderson","4200 E Sunset Rd
Henderson, NV 89014","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.0712345,-115.0816982,"Chase Bank","","True",4,4,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","S4HV6A8DrN0XPR2pOhVtWA","Banks & Credit Unions,Financial Services","Phoenix","3002 N Central Ave
Phoenix, AZ 85012","","","","","","","",33.481544,-112.074192,"Wells Fargo Bank","","True",4,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","HDro2TvhaVca2XDYfx4WjA","Banks & Credit Unions,Financial Services","North Las Vegas","6895 Aliante Pkwy
North Las Vegas, NV 89084","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",36.285896,-115.177873,"Chase Bank","","True",7,4,"NV","business"
